Apparent.Timestep;Time;Sum [kWh]
111;01/07/2016 1:51;0,00302890592145712
112;01/07/2016 1:52;0,00296175276262459
113;01/07/2016 1:53;0,00290974458304513
114;01/07/2016 1:54;0,00304772256665869
115;01/07/2016 1:55;0,0018633233735643
116;01/07/2016 1:56;0,00189242661936632
117;01/07/2016 1:57;0,00201218562600576
118;01/07/2016 1:58;0,00181941197502688
119;01/07/2016 1:59;0,00176163258817971
120;01/07/2016 2:00;0,00197264137938433
121;01/07/2016 2:01;0,00179265321100326
122;01/07/2016 2:02;0,00213081417260361
123;01/07/2016 2:03;0,00195568978007514
124;01/07/2016 2:04;0,00182559662366376
125;01/07/2016 2:05;0,00197014073988712
126;01/07/2016 2:06;0,00215732659748853
127;01/07/2016 2:07;0,00173995727583519
128;01/07/2016 2:08;0,00192999412994218
129;01/07/2016 2:09;0,00203390561023742
130;01/07/2016 2:10;0,00192486195963589
131;01/07/2016 2:11;0,0018923897885032
132;01/07/2016 2:12;0,00198137039189699
133;01/07/2016 2:13;0,00200218031162461
134;01/07/2016 2:14;0,00198705503542803
135;01/07/2016 2:15;0,00374569118917168
136;01/07/2016 2:16;0,00390079829137106
137;01/07/2016 2:17;0,00419811523494399
138;01/07/2016 2:18;0,00409583860497985
139;01/07/2016 2:19;0,00443863046981822
140;01/07/2016 2:20;0,0038684442492462
141;01/07/2016 2:21;0,00389142618272726
142;01/07/2016 2:22;0,00404314641178031
143;01/07/2016 2:23;0,00383811010592119
144;01/07/2016 2:24;0,00409763644142077
145;01/07/2016 2:25;0,00395618072426666
146;01/07/2016 2:26;0,00348780058495066
147;01/07/2016 2:27;0,0042268101620154
148;01/07/2016 2:28;0,00403606438781886
149;01/07/2016 2:29;0,00426959774820204
150;01/07/2016 2:30;0,00421609003853325
151;01/07/2016 2:31;0,00404240773893761
152;01/07/2016 2:32;0,00405581181462294
153;01/07/2016 2:33;0,00390857449340888
154;01/07/2016 2:34;0,00380737955731554
155;01/07/2016 2:35;0,00386078480425738
156;01/07/2016 2:36;0,00551867964945372
157;01/07/2016 2:37;0,00492876482535721
158;01/07/2016 2:38;0,00506161399052367
159;01/07/2016 2:39;0,00497506102142072
160;01/07/2016 2:40;0,00528570446323602
161;01/07/2016 2:41;0,00479559801679093
162;01/07/2016 2:42;0,00552491759655146
163;01/07/2016 2:43;0,00500366897223707
164;01/07/2016 2:44;0,00503523204085078
165;01/07/2016 2:45;0,00475027320443936
166;01/07/2016 2:46;0,00510788479640067
167;01/07/2016 2:47;0,00562824314537893
168;01/07/2016 2:48;0,00472653927072974
169;01/07/2016 2:49;0,00503404588695845
170;01/07/2016 2:50;0,00462946321813516
171;01/07/2016 2:51;0,00444251046337561
172;01/07/2016 2:52;0,00418509243277073
173;01/07/2016 2:53;0,00413888212976424
174;01/07/2016 2:54;0,00395640775384062
175;01/07/2016 2:55;0,00411290520555928
176;01/07/2016 2:56;0,00358753497721404
177;01/07/2016 2:57;0,0038764974843598
178;01/07/2016 2:58;0,00357522420035636
179;01/07/2016 2:59;0,00418301088889407
180;01/07/2016 3:00;0,0042464056874603
181;01/07/2016 3:01;0,00387400032369659
182;01/07/2016 3:02;0,00377494343331256
183;01/07/2016 3:03;0,00408890300297505
184;01/07/2016 3:04;0,00415815120769372
185;01/07/2016 3:05;0,00392545640639991
186;01/07/2016 3:06;0,00410094873743798
187;01/07/2016 3:07;0,00432396691208975
188;01/07/2016 3:08;0,00424288159278931
189;01/07/2016 3:09;0,003902658623194
190;01/07/2016 3:10;0,00384029026830872
191;01/07/2016 3:11;0,00395624332107122
192;01/07/2016 3:12;0,0040969059871821
193;01/07/2016 3:13;0,00390902800024294
194;01/07/2016 3:14;0,00386522210249619
195;01/07/2016 3:15;0,00393452650265563
196;01/07/2016 3:16;0,00378999242807792
197;01/07/2016 3:17;0,00405605616464509
198;01/07/2016 3:18;0,00410478331446169
199;01/07/2016 3:19;0,00398356934236634
200;01/07/2016 3:20;0,00416940052097679
201;01/07/2016 3:21;0,00425151405344091
202;01/07/2016 3:22;0,00198172720961332
203;01/07/2016 3:23;0,0019200753383821
204;01/07/2016 3:24;0,00198292490566514
205;01/07/2016 3:25;0,00179582408621565
206;01/07/2016 3:26;0,00205106210493081
207;01/07/2016 3:27;0,00183938451669466
208;01/07/2016 3:28;0,00198294325893356
209;01/07/2016 3:29;0,00190353927632398
210;01/07/2016 3:30;0,0018587955541183
211;01/07/2016 3:31;0,00180528193782142
212;01/07/2016 3:32;0,00325452664452805
213;01/07/2016 3:33;0,00299618283245584
214;01/07/2016 3:34;0,00310739642459009
215;01/07/2016 3:35;0,00307955952456415
216;01/07/2016 3:36;0,00305160199277237
217;01/07/2016 3:37;0,00311955038790203
218;01/07/2016 3:38;0,0031070012977188
219;01/07/2016 3:39;0,00299728962359733
220;01/07/2016 3:40;0,00317142103595068
221;01/07/2016 3:41;0,00283486489048468
222;01/07/2016 3:42;0,00299505736291199
223;01/07/2016 3:43;0,00290929730074937
224;01/07/2016 3:44;0,00292449766141047
225;01/07/2016 3:45;0,00290979213803113
226;01/07/2016 3:46;0,00307364439946644
227;01/07/2016 3:47;0,00229644949855346
228;01/07/2016 3:48;0,00217405658386083
229;01/07/2016 3:49;0,00187637848115341
230;01/07/2016 3:50;0,00201493472318462
231;01/07/2016 3:51;0,00199357442940128
232;01/07/2016 3:52;0,00182441573382728
233;01/07/2016 3:53;0,00174284579043191
234;01/07/2016 3:54;0,00183538148598121
235;01/07/2016 3:55;0,00190929441542322
236;01/07/2016 3:56;0,00177524346620709
237;01/07/2016 3:57;0,00177689724549326
238;01/07/2016 3:58;0,00183944356146964
239;01/07/2016 3:59;0,00201859662901776
240;01/07/2016 4:00;0,00207431106184796
241;01/07/2016 4:01;0,00182168879198343
242;01/07/2016 4:02;0,0019559845212978
243;01/07/2016 4:03;0,00191018614659629
244;01/07/2016 4:04;0,00180728831322115
245;01/07/2016 4:05;0,00192254853732924
246;01/07/2016 4:06;0,00194274696915673
247;01/07/2016 4:07;0,00194799617706715
248;01/07/2016 4:08;0,00201025718219648
249;01/07/2016 4:09;0,00201651448990435
250;01/07/2016 4:10;0,00183861415464071
251;01/07/2016 4:11;0,00180866480865537
252;01/07/2016 4:12;0,00187444899261455
253;01/07/2016 4:13;0,00184428115420045
254;01/07/2016 4:14;0,00200198742404047
255;01/07/2016 4:15;0,00207152261466403
256;01/07/2016 4:16;0,0018362900226743
257;01/07/2016 4:17;0,00196005350178683
258;01/07/2016 4:18;0,0018559956740816
259;01/07/2016 4:19;0,0019809081647049
260;01/07/2016 4:20;0,00169468160964649
261;01/07/2016 4:21;0,00188195192191588
262;01/07/2016 4:22;0,00183321544183906
263;01/07/2016 4:23;0,00198107731978063
264;01/07/2016 4:24;0,00195348336267082
265;01/07/2016 4:25;0,00204825193267621
266;01/07/2016 4:26;0,00193282226953273
267;01/07/2016 4:27;0,00194466173259461
268;01/07/2016 4:28;0,00342247246011495
269;01/07/2016 4:29;0,00290690083219083
270;01/07/2016 4:30;0,00273325337326464
271;01/07/2016 4:31;0,00298821197191853
272;01/07/2016 4:32;0,00291838153318349
273;01/07/2016 4:33;0,00296787379690333
274;01/07/2016 4:34;0,00297712397885812
275;01/07/2016 4:35;0,00306109439645509
276;01/07/2016 4:36;0,00291427016589062
277;01/07/2016 4:37;0,00312546927484889
278;01/07/2016 4:38;0,00316882355725637
279;01/07/2016 4:39;0,00307657389231851
280;01/07/2016 4:40;0,00311742217377006
281;01/07/2016 4:41;0,00298980907637748
282;01/07/2016 4:42;0,00188509301731161
283;01/07/2016 4:43;0,00185257542499483
284;01/07/2016 4:44;0,00193842398136909
285;01/07/2016 4:45;0,00204654850161708
286;01/07/2016 4:46;0,00177912191287476
287;01/07/2016 4:47;0,00195260307778721
288;01/07/2016 4:48;0,00194980729783799
289;01/07/2016 4:49;0,00193101869476748
290;01/07/2016 4:50;0,00186670417471958
291;01/07/2016 4:51;0,00195639909714942
292;01/07/2016 4:52;0,00194388968059942
293;01/07/2016 4:53;0,00195537135281072
294;01/07/2016 4:54;0,00207921266930176
295;01/07/2016 4:55;0,00193281622593504
296;01/07/2016 4:56;0,00190505811847723
297;01/07/2016 4:57;0,00200880777349785
298;01/07/2016 4:58;0,00199658129519048
299;01/07/2016 4:59;0,00204337447494358
300;01/07/2016 5:00;0,00196205305446614
301;01/07/2016 5:01;0,00183368685924591
302;01/07/2016 5:02;0,00181349783978603
303;01/07/2016 5:03;0,00200915032654247
304;01/07/2016 5:04;0,00200539813760016
305;01/07/2016 5:05;0,00199039884087142
306;01/07/2016 5:06;0,00189760425411847
307;01/07/2016 5:07;0,00188319965195074
308;01/07/2016 5:08;0,00190545324990695
309;01/07/2016 5:09;0,00198092064487006
310;01/07/2016 5:10;0,00189854183992609
311;01/07/2016 5:11;0,0018283148915977
312;01/07/2016 5:12;0,00195129878052962
313;01/07/2016 5:13;0,00185321467615756
314;01/07/2016 5:14;0,00189974321264862
315;01/07/2016 5:15;0,00193223917102311
316;01/07/2016 5:16;0,00254803388074092
317;01/07/2016 5:17;0,00328349288341482
318;01/07/2016 5:18;0,00309113603380828
319;01/07/2016 5:19;0,00324313112098424
320;01/07/2016 5:20;0,00300417785414996
321;01/07/2016 5:21;0,00296046380174947
322;01/07/2016 5:22;0,00305578805021653
323;01/07/2016 5:23;0,00310893000269847
324;01/07/2016 5:24;0,00293392438811354
325;01/07/2016 5:25;0,00302244597626628
326;01/07/2016 5:26;0,00298295721722057
327;01/07/2016 5:27;0,00307551970702775
328;01/07/2016 5:28;0,00280880738970943
329;01/07/2016 5:29;0,00235099520918967
330;01/07/2016 5:30;0,00199384402310852
331;01/07/2016 5:31;0,00199518977964476
332;01/07/2016 5:32;0,00191958933444435
333;01/07/2016 5:33;0,00189686440658995
334;01/07/2016 5:34;0,00191278415479373
335;01/07/2016 5:35;0,00191063399261068
336;01/07/2016 5:36;0,00200861260097172
337;01/07/2016 5:37;0,00174688865480308
338;01/07/2016 5:38;0,00190302982778457
339;01/07/2016 5:39;0,00187691111197104
340;01/07/2016 5:40;0,00184256267155372
341;01/07/2016 5:41;0,00189352895145184
342;01/07/2016 5:42;0,00183666336334181
343;01/07/2016 5:43;0,0020405664422109
344;01/07/2016 5:44;0,00183495783416466
345;01/07/2016 5:45;0,00185355853969034
346;01/07/2016 5:46;0,00192795636046234
347;01/07/2016 5:47;0,00185934797899739
348;01/07/2016 5:48;0,00182520261000917
349;01/07/2016 5:49;0,00175894501073723
350;01/07/2016 5:50;0,00186275074247484
351;01/07/2016 5:51;0,00179674724124422
352;01/07/2016 5:52;0,00196072942482285
353;01/07/2016 5:53;0,00201337438308494
354;01/07/2016 5:54;0,00185735997900259
355;01/07/2016 5:55;0,00197281609139904
356;01/07/2016 5:56;0,00184354269053406
357;01/07/2016 5:57;0,00209824356252108
358;01/07/2016 5:58;0,0018283654460164
359;01/07/2016 5:59;0,00205083325845056
360;01/07/2016 6:00;0,00195369706937368
361;01/07/2016 6:01;0,0019142973582828
362;01/07/2016 6:02;0,00179519954807127
363;01/07/2016 6:03;0,00186899308403469
364;01/07/2016 6:04;0,00326553311692136
365;01/07/2016 6:05;0,00310838731647073
366;01/07/2016 6:06;0,00302978113535812
367;01/07/2016 6:07;0,00294719790422025
368;01/07/2016 6:08;0,00304380297166843
369;01/07/2016 6:09;0,00310063234686655
370;01/07/2016 6:10;0,00305606500335093
371;01/07/2016 6:11;0,00284889733191021
372;01/07/2016 6:12;0,00316218109407703
373;01/07/2016 6:13;0,00283501445927886
374;01/07/2016 6:14;0,00307266045862018
375;01/07/2016 6:15;0,00285375500939787
376;01/07/2016 6:16;0,00301992274608672
377;01/07/2016 6:17;0,00197952058864332
378;01/07/2016 6:18;0,0019483772707434
379;01/07/2016 6:19;0,00192296820471306
380;01/07/2016 6:20;0,00185850479070128
381;01/07/2016 6:21;0,00172665861255293
382;01/07/2016 6:22;0,0018418517620617
383;01/07/2016 6:23;0,0016666372369637
384;01/07/2016 6:24;0,0539951422338012
385;01/07/2016 6:25;0,0581930648343787
386;01/07/2016 6:26;0,0550974145191566
387;01/07/2016 6:27;0,0586025342205157
388;01/07/2016 6:28;0,0476103015261731
389;01/07/2016 6:29;0,0266806294460942
390;01/07/2016 6:30;0,0297293954211021
391;01/07/2016 6:31;0,0370908319212362
392;01/07/2016 6:32;0,0415517302401669
393;01/07/2016 6:33;0,043424948340481
394;01/07/2016 6:34;0,0197595335762168
395;01/07/2016 6:35;0,00595267323607097
396;01/07/2016 6:36;0,00591650339129642
397;01/07/2016 6:37;0,00606226249067467
398;01/07/2016 6:38;0,00596617929397178
399;01/07/2016 6:39;0,00610816830714696
400;01/07/2016 6:40;0,00599981189265924
401;01/07/2016 6:41;0,0177695820621834
402;01/07/2016 6:42;0,028064702448315
403;01/07/2016 6:43;0,0271847797186835
404;01/07/2016 6:44;0,0268786292267234
405;01/07/2016 6:45;0,0264912385539395
406;01/07/2016 6:46;0,0262464014366974
407;01/07/2016 6:47;0,0156163395685775
408;01/07/2016 6:48;0,0144327947266412
409;01/07/2016 6:49;0,0144686000651444
410;01/07/2016 6:50;0,0143887708563348
411;01/07/2016 6:51;0,0146949764450552
412;01/07/2016 6:52;0,00618333556940537
413;01/07/2016 6:53;0,00621694115637743
414;01/07/2016 6:54;0,00623407728605078
415;01/07/2016 6:55;0,00615530597426919
416;01/07/2016 6:56;0,0128373634211817
417;01/07/2016 6:57;0,0299624562898704
418;01/07/2016 6:58;0,0292425031150934
419;01/07/2016 6:59;0,0286044918078286
420;01/07/2016 7:00;0,0267028293429631
421;01/07/2016 7:01;0,00876381890320594
422;01/07/2016 7:02;0,00875681377917512
423;01/07/2016 7:03;0,00462640133819133
424;01/07/2016 7:04;0,00383351914619403
425;01/07/2016 7:05;0,00355917672997842
426;01/07/2016 7:06;0,00333213094889194
427;01/07/2016 7:07;0,00369408547864872
428;01/07/2016 7:08;0,0037860394357823
429;01/07/2016 7:09;0,00375774986188645
430;01/07/2016 7:10;0,00345307855198301
431;01/07/2016 7:11;0,00363814840013699
432;01/07/2016 7:12;0,00373807336481361
433;01/07/2016 7:13;0,00206647080012777
434;01/07/2016 7:14;0,00209071413718392
435;01/07/2016 7:15;0,0021755162482222
436;01/07/2016 7:16;0,00222565197924361
437;01/07/2016 7:17;0,00216427144346628
438;01/07/2016 7:18;0,00219995473185255
439;01/07/2016 7:19;0,00203220625993996
440;01/07/2016 7:20;0,00231844013504377
441;01/07/2016 7:21;0,00208520364627797
442;01/07/2016 7:22;0,00210784976327442
443;01/07/2016 7:23;0,00209341245680078
444;01/07/2016 7:24;0,00197524906484314
445;01/07/2016 7:25;0,00208046133200219
446;01/07/2016 7:26;0,00184498422613494
447;01/07/2016 7:27;0,00196650012731485
448;01/07/2016 7:28;0,00176196794308377
449;01/07/2016 7:29;0,00192856603481957
450;01/07/2016 7:30;0,00202823205897633
451;01/07/2016 7:31;0,00187818060024848
452;01/07/2016 7:32;0,00199306194944703
453;01/07/2016 7:33;0,00208653320174741
454;01/07/2016 7:34;0,00187688382077635
455;01/07/2016 7:35;0,00207749558371019
456;01/07/2016 7:36;0,00189845583966452
457;01/07/2016 7:37;0,0017184979742724
458;01/07/2016 7:38;0,0028952687397081
459;01/07/2016 7:39;0,00334676984587475
460;01/07/2016 7:40;0,00303215815140912
461;01/07/2016 7:41;0,00312119359172765
462;01/07/2016 7:42;0,00291150280448172
463;01/07/2016 7:43;0,0032737439187777
464;01/07/2016 7:44;0,0331546479857783
465;01/07/2016 7:45;0,0321475392795955
466;01/07/2016 7:46;0,0318211442211948
467;01/07/2016 7:47;0,0352287509719531
468;01/07/2016 7:48;0,0294192823125849
469;01/07/2016 7:49;0,0312178958284711
470;01/07/2016 7:50;0,0332971784732126
471;01/07/2016 7:51;0,0338482997766415
472;01/07/2016 7:52;0,0286800797085908
473;01/07/2016 7:53;0,0335683295202291
474;01/07/2016 7:54;0,0337301670188752
475;01/07/2016 7:55;0,0348120973211523
476;01/07/2016 7:56;0,00365051680914961
477;01/07/2016 7:57;0,00424071692233324
478;01/07/2016 7:58;0,00387551842590493
479;01/07/2016 7:59;0,0041372184927356
480;01/07/2016 8:00;0,00355202079391587
481;01/07/2016 8:01;0,00385180706677376
482;01/07/2016 8:02;0,00363237622736829
483;01/07/2016 8:03;0,00392298065098765
484;01/07/2016 8:04;0,00399145468677344
485;01/07/2016 8:05;0,00382199061739509
486;01/07/2016 8:06;0,00388438294659076
487;01/07/2016 8:07;0,00399988022761265
488;01/07/2016 8:08;0,00365350080357981
489;01/07/2016 8:09;0,00391895861755845
490;01/07/2016 8:10;0,0041046798142042
491;01/07/2016 8:11;0,00411542381395045
492;01/07/2016 8:12;0,0043994546013368
493;01/07/2016 8:13;0,00389849648434557
494;01/07/2016 8:14;0,00395878773286304
495;01/07/2016 8:15;0,00409296912041934
496;01/07/2016 8:16;0,0039718208381682
497;01/07/2016 8:17;0,00436898477516433
498;01/07/2016 8:18;0,00389500635673559
499;01/07/2016 8:19;0,0037220508723515
500;01/07/2016 8:20;0,00393211213094525
501;01/07/2016 8:21;0,00406287900456513
502;01/07/2016 8:22;0,00397314986725831
503;01/07/2016 8:23;0,00375074248637602
504;01/07/2016 8:24;0,00374081085221926
505;01/07/2016 8:25;0,00560892351400043
506;01/07/2016 8:26;0,00509792743614306
507;01/07/2016 8:27;0,00470695779908065
508;01/07/2016 8:28;0,00529508772080434
509;01/07/2016 8:29;0,00487421161915407
510;01/07/2016 8:30;0,0054281832353642
511;01/07/2016 8:31;0,00514726693757513
512;01/07/2016 8:32;0,0051044597207391
513;01/07/2016 8:33;0,00530184010046273
514;01/07/2016 8:34;0,00556614718723084
515;01/07/2016 8:35;0,00556111495701876
516;01/07/2016 8:36;0,00478976072910737
517;01/07/2016 8:37;0,00463454280018173
518;01/07/2016 8:38;0,00411752789400734
519;01/07/2016 8:39;0,00424826458079032
520;01/07/2016 8:40;0,00386165133563105
521;01/07/2016 8:41;0,00392021870418387
522;01/07/2016 8:42;0,00435816706323921
523;01/07/2016 8:43;0,0041085769888577
524;01/07/2016 8:44;0,00401629655354823
525;01/07/2016 8:45;0,00404776040371474
526;01/07/2016 8:46;0,00405560107796286
527;01/07/2016 8:47;0,00393508988972222
528;01/07/2016 8:48;0,00167561965618807
529;01/07/2016 8:49;0,00204264320042724
530;01/07/2016 8:50;0,00190017007894754
531;01/07/2016 8:51;0,00184120741533697
532;01/07/2016 8:52;0,00178238609176343
533;01/07/2016 8:53;0,00183209238195288
534;01/07/2016 8:54;0,00204226486926161
535;01/07/2016 8:55;0,00179100238295294
536;01/07/2016 8:56;0,00190039120914785
537;01/07/2016 8:57;0,00196869385044426
538;01/07/2016 8:58;0,00195898428843548
539;01/07/2016 8:59;0,00177325994134139
540;01/07/2016 9:00;0,00206693400544674
541;01/07/2016 9:01;0,00186504269847944
542;01/07/2016 9:02;0,00184863000349765
543;01/07/2016 9:03;0,00193544200009688
544;01/07/2016 9:04;0,00198804319474118
545;01/07/2016 9:05;0,00205564021952884
546;01/07/2016 9:06;0,00205489840975102
547;01/07/2016 9:07;0,00205712624710487
548;01/07/2016 9:08;0,00204314013353044
549;01/07/2016 9:09;0,0019906708236519
550;01/07/2016 9:10;0,00182301485189307
551;01/07/2016 9:11;0,0034137453569006
552;01/07/2016 9:12;0,0031496293743758
553;01/07/2016 9:13;0,00315398891428253
554;01/07/2016 9:14;0,00291514672211062
555;01/07/2016 9:15;0,00302649406338466
556;01/07/2016 9:16;0,00306825915632746
557;01/07/2016 9:17;0,00299459945439071
558;01/07/2016 9:18;0,00294363655899131
559;01/07/2016 9:19;0,00306270775048691
560;01/07/2016 9:20;0,0032186978381649
561;01/07/2016 9:21;0,0030476243312796
562;01/07/2016 9:22;0,0033233742082062
563;01/07/2016 9:23;0,00212996527115624
564;01/07/2016 9:24;0,00200549759008874
565;01/07/2016 9:25;0,0020986829687192
566;01/07/2016 9:26;0,0021259409123084
567;01/07/2016 9:27;0,00187723074202601
568;01/07/2016 9:28;0,00189642217332042
569;01/07/2016 9:29;0,00182267249578791
570;01/07/2016 9:30;0,00197221934931021
571;01/07/2016 9:31;0,00192721735675385
572;01/07/2016 9:32;0,00194979567958091
573;01/07/2016 9:33;0,00199136295421585
574;01/07/2016 9:34;0,00174918551249044
575;01/07/2016 9:35;0,00199274850447919
576;01/07/2016 9:36;0,0019353725976535
577;01/07/2016 9:37;0,00193114268847185
578;01/07/2016 9:38;0,00180234786536695
579;01/07/2016 9:39;0,00204713240968045
580;01/07/2016 9:40;0,00192112450204507
581;01/07/2016 9:41;0,00196010891827398
582;01/07/2016 9:42;0,00202594978083263
583;01/07/2016 9:43;0,00199718012587502
584;01/07/2016 9:44;0,00192385837254689
585;01/07/2016 9:45;0,00221374722715416
586;01/07/2016 9:46;0,0019241948141849
587;01/07/2016 9:47;0,00197701855456212
588;01/07/2016 9:48;0,00191905316948277
589;01/07/2016 9:49;0,00194045879586926
590;01/07/2016 9:50;0,00188397606470112
591;01/07/2016 9:51;0,00203687046008076
592;01/07/2016 9:52;0,00192425279596172
593;01/07/2016 9:53;0,00202712162679709
594;01/07/2016 9:54;0,00186596077109414
595;01/07/2016 9:55;0,00191294634295743
596;01/07/2016 9:56;0,00208626892410084
597;01/07/2016 9:57;0,00175129234346843
598;01/07/2016 9:58;0,00339363842763234
599;01/07/2016 9:59;0,00312812057610466
600;01/07/2016 10:00;0,00288860569073755
601;01/07/2016 10:01;0,00296496286812976
602;01/07/2016 10:02;0,0030527809723085
603;01/07/2016 10:03;0,00302964040153735
604;01/07/2016 10:04;0,00290990926839157
605;01/07/2016 10:05;0,003014255323481
606;01/07/2016 10:06;0,00298333636845877
607;01/07/2016 10:07;0,00306346923845792
608;01/07/2016 10:08;0,00301409183327632
609;01/07/2016 10:09;0,00311869080073672
610;01/07/2016 10:10;0,00301950183011718
611;01/07/2016 10:11;0,00296048855094864
612;01/07/2016 10:12;0,00313556208215838
613;01/07/2016 10:13;0,00306029374417765
614;01/07/2016 10:14;0,00214698323543618
615;01/07/2016 10:15;0,00218870332746432
616;01/07/2016 10:16;0,00331793819221315
617;01/07/2016 10:17;0,00344804389370229
618;01/07/2016 10:18;0,00358093366639458
619;01/07/2016 10:19;0,00361864896799939
620;01/07/2016 10:20;0,017278530332298
621;01/07/2016 10:21;0,0441668090396046
622;01/07/2016 10:22;0,0458424098951519
623;01/07/2016 10:23;0,0342796426159933
624;01/07/2016 10:24;0,0344042090177672
625;01/07/2016 10:25;0,0343169808403344
626;01/07/2016 10:26;0,0340623404412928
627;01/07/2016 10:27;0,0343723914395743
628;01/07/2016 10:28;0,0339563579269173
629;01/07/2016 10:29;0,0176304436733238
630;01/07/2016 10:30;0,00418314632508696
631;01/07/2016 10:31;0,034155346297184
632;01/07/2016 10:32;0,00822739273399677
633;01/07/2016 10:33;0,00449569244305581
